#CODE;NAME;x
#CODE_desc;DESCRIPTION;x

scmr_jd_famine_desc;China Status: Famine;x

scmr_jd_plague;--------China Status : Plague;x
scmr_jd_plague_desc;China Status: Plague;x

scmr_jd_mongol_invasion;--------China Status: Mongol Invasion;x
scmr_jd_mongol_invasion_desc;China Status: Mongol Invasion;x

scmr_jd_jurchen_invasion;--------China Status: Jurchen Invasion;x
scmr_jd_jurchen_invasion_desc;China Status: Jurchen Invasion;x

scmr_jd_golden_age;--------China Status: Golden Age;x
scmr_jd_golden_age_desc;China Status: Golden Age;x

scmr_like_concubines;--------Emperor Likes: Concubines;x
scmr_like_concubines_desc;Emperor Likes: Concubines;x

scmr_dislike_concubines;--------Emperor Disikes: Concubines;x
scmr_dislike_concubines_desc;Emperor Dislikes: Concubines;x

scmr_like_eunuchs;--------Emperor Likes: Eunuchs;x
scmr_like_eunuchs_desc;Emperor Likes: Eunuchs;x

scmr_dislike_eunuchs;--------Emperor Disikes: Eunuchs;x
scmr_dislike_eunuchs_desc;Emperor Dislikes: Eunuchs;x

scmr_like_wealth;--------Emperor Likes: Wealth;x
scmr_like_wealth_desc;Emperor Likes: Wealth;x

scmr_dislike_wealth;--------Emperor Disikes: Wealth;x
scmr_dislike_wealth_desc;Emperor Dislikes: Wealth;x

scmr_like_tributaries;--------Emperor Likes: Tributaries;x
scmr_like_tributaries_desc;Emperor Likes: Tributaries;x

scmr_dislike_tributaries;--------Emperor Disikes: Tributaries;x
scmr_dislike_tributaries_desc;Emperor Dislikes: Tributaries;x

scmr_like_religion;--------Emperor Likes: [Root.Religion.GetName];x
scmr_like_religion_desc;Emperor Likes: My Religion;x

scmr_dislike_religion;--------Emperor Disikes: [Root.Religion.GetName];x
scmr_dislike_religion_desc;Emperor Dislikes: My Religion;x

scmr_like_culture;--------Emperor Likes: [Root.Culture.GetName];x
scmr_like_culture_desc;Emperor Likes: My Culture;x

scmr_dislike_culture;--------Emperor Disikes: [Root.Culture.GetName];x
scmr_dislike_culture_desc;Emperor Dislikes: My Culture;x

mc_like_religion;--------Emperor Likes: MC Character's Religion;x
mc_like_religion_desc;Emperor Likes: MC Character's Religion;x

mc_dislike_religion;--------Emperor Disikes: MC Character's Religion;x
mc_dislike_religion_desc;Emperor Dislikes: MC Character's Religion;x

mc_like_culture;--------Emperor Likes: MC Character's Culture;x
mc_like_culture_desc;Emperor Likes: MC Character's Culture;x

mc_dislike_culture;--------Emperor Disikes: MC Character's Culture;x
mc_dislike_culture_desc;Emperor Dislikes: MC Character's Culture;x


scmr_add_murder_1;--------Create: Happy Child / Vile Blood of [Root.GetTitledFirstName];x
scmr_add_murder_1_desc;Create bloodline;x

scmr_add_murder_2;--------Create: Macabre Banquet / Vile Blood of [Root.GetTitledFirstName];x
scmr_add_murder_2_desc;Create bloodline;x

scmr_add_murder_3;--------Create: Silent Killer / Sly Blood of [Root.GetTitledFirstName];x
scmr_add_murder_3_desc;Create bloodline;x

scmr_add_murder_4;--------Create: The Butcher / Vile Blood of [Root.GetTitledFirstName];x
scmr_add_murder_4_desc;Create bloodline;x

scmr_add_murder_5;--------Create: The Dragon King / Blood of the Dragon-King;x
scmr_add_murder_5_desc;Create bloodline;x

scmr_add_war_1;--------Create: The Li'l Warrior Philosopher;x
scmr_add_war_1_desc;Create bloodline;x

scmr_add_war_2;--------Create: The Perfect Knight;x
scmr_add_war_2_desc;Create bloodline;x

scmr_add_war_3;--------Create: The Conquerer (Blood of [Root.GetTitledFirstName]);x
scmr_add_war_3_desc;Create bloodline;x

scmr_add_war_4;--------Create: The Warrior Philosopher;x
scmr_add_war_4_desc;Create bloodline;x

scmr_add_peace_2;--------Create: Protector Bloodline;x
scmr_add_peace_2_desc;Create peace bloodline;x

scmr_add_peace_3;--------Create: Benefactor Bloodline;x
scmr_add_peace_3_desc;Create peace bloodline;x

scmr_add_construction_1;--------Create: The Architect Bloodline;x
scmr_add_construction_1_desc;Create construction bloodline;x

scmr_add_construction_2;--------Create: The Castellan Bloodline;x
scmr_add_construction_2_desc;Create construction bloodline;x

scmr_add_construction_3;--------Create: The Carpenter Bloodline;x
scmr_add_construction_3_desc;Create construction bloodline;x


scmr_add_murder_war;--------Create: Vile Bloodline 3;x
scmr_add_murder_war_desc;Create bloodline;x

scmr_add_murder_peace;--------Create: Murder/Peace Bloodline;x
scmr_add_murder_peace_desc;Create bloodline;x

scmr_add_murder_build;--------Create: The Builder Bloodline;x
scmr_add_murder_build_desc;Create bloodline;x

scmr_add_triple_build;--------Create: Murder/Builder Bloodline;x
scmr_add_triple_build_desc;Create bloodline;x

scmr_add_peace_architect;--------Create: Peace Architect Bloodline;x
scmr_add_peace_architect_desc;Create bloodline;x

scmr_add_peace_castellan;--------Create: Peace Castellan Bloodline;x
scmr_add_peace_castellan_desc;Create bloodline;x

scmr_add_peace_monumental;--------Create: Peace Monumental Bloodline;x
scmr_add_peace_monumental_desc;Create bloodline;x

scmr_add_family;--------Create: Family Bloodline;x
scmr_add_family_desc;Create bloodline;x

scmr_add_technology;--------Create: Philosopher Bloodline;x
scmr_add_technology_desc;Create bloodline;x

scmr_add_benevolent;--------Create: Benevolence Bloodline;x
scmr_add_benevolent_desc;Create bloodline;x

scmr_add_ruthless;--------Create: Ruthlessness Bloodline;x
scmr_add_ruthless_desc;Create bloodline;x

scmr_add_alexander;----Create: Heir to Alexander Bloodline;x
scmr_add_alexander_desc;It is not recommended to create this bloodline;x

scmr_add_destiny;--------Create: Child Of Destiny;x
scmr_add_destiny_desc;It is not recommended to create this bloodline;x

scmr_add_ashoka;--------Create: Ashoka Bloodline;x
scmr_add_ashoka_desc;It is not recommended to create this bloodline;x

scmr_add_chinese;--------Create: Chinese Imperial Bloodline;x
scmr_add_chinese_desc;It is not recommended to create this bloodline;x

scmr_add_matilde;--------Create: Matilde Bloodline;x
scmr_add_matilde_desc;It is not recommended to create this bloodline;x


scmr_remove_murder_1;--------Destroy: Happy Child / Vile Blood of [Root.GetTitledFirstName];x
scmr_remove_murder_1_desc;Destroy bloodline;x

scmr_remove_murder_2;--------Destroy: Macabre Banquet / Vile Blood of [Root.GetTitledFirstName];x
scmr_remove_murder_2_desc;Destroy bloodline;x

scmr_remove_murder_3;--------Destroy: Silent Killer / Sly Blood of [Root.GetTitledFirstName];x
scmr_remove_murder_3_desc;Destroy bloodline;x

scmr_remove_murder_4;--------Destroy: The Butcher / Vile Blood of [Root.GetTitledFirstName];x
scmr_remove_murder_4_desc;Destroy bloodline;x

scmr_remove_murder_5;--------Destroy: The Dragon King / Blood of the Dragon-King;x
scmr_remove_murder_5_desc;Destroy bloodline;x

scmr_remove_war_1;--------Destroy: The Li'l Warrior Philosopher;x
scmr_remove_war_1_desc;Destroy bloodline;x

scmr_remove_war_2;--------Destroy: The Perfect Knight;x
scmr_remove_war_2_desc;Destroy bloodline;x

scmr_remove_war_3;--------Destroy: The Conquerer (Blood of [Root.GetTitledFirstName]);x
scmr_remove_war_3_desc;Destroy bloodline;x

scmr_remove_war_4;--------Destroy: The Warrior Philosopher;x
scmr_remove_war_4_desc;Destroy bloodline;x

scmr_remove_peace_2;--------Destroy: Protector Bloodline;x
scmr_remove_peace_2_desc;Destroy peace bloodline;x

scmr_remove_peace_3;--------Destroy: Benefactor Bloodline;x
scmr_remove_peace_3_desc;Destroy peace bloodline;x

scmr_remove_construction_1;--------Destroy: The Architect Bloodline;x
scmr_remove_construction_1_desc;Destroy construction bloodline;x

scmr_remove_construction_2;--------Destroy: The Castellan Bloodline;x
scmr_remove_construction_2_desc;Destroy construction bloodline;x

scmr_remove_construction_3;--------Destroy: The Carpenter Bloodline;x
scmr_remove_construction_3_desc;Destroy construction bloodline;x


scmr_remove_murder_war;--------Destroy: Vile Bloodline 3;x
scmr_remove_murder_war_desc;Destroy bloodline;x

scmr_remove_murder_peace;--------Destroy: Murder/Peace Bloodline;x
scmr_remove_murder_peace_desc;Destroy bloodline;x

scmr_remove_murder_build;--------Destroy: The Builder Bloodline;x
scmr_remove_murder_build_desc;Destroy bloodline;x

scmr_remove_triple_build;--------Destroy: Murder/Builder bloodline;x
scmr_remove_triple_build_desc;Destroy bloodline;x

scmr_remove_peace_architect;--------Destroy: Peace Architect Bloodline;x
scmr_remove_peace_architect_desc;Destroy bloodline;x

scmr_remove_peace_castellan;--------Destroy: Peace Castellan Bloodline;x
scmr_remove_peace_castellan_desc;Destroy bloodline;x

scmr_remove_peace_monumental;--------Destroy: Peace Monumental Bloodline;x
scmr_remove_peace_monumental_desc;Destroy bloodline;x

scmr_remove_family;--------Destroy: Family Bloodline;x
scmr_remove_family_desc;Destroy bloodline;x

scmr_remove_technology;--------Destroy: Philosopher Bloodline;x
scmr_remove_technology_desc;Destroy bloodline;x

scmr_remove_benevolent;--------Destroy: Benevolence Bloodline;x
scmr_remove_benevolent_desc;Destroy bloodline;x

scmr_remove_ruthless;--------Destroy: Ruthlessness Bloodline;x
scmr_remove_ruthless_desc;Destroy bloodline;x

scmr_clear_bloodline;--------Destroy All Created Bloodlines;x
scmr_clear_bloodline_desc;Destroy bloodlines;x

scmr_remove_alexander;--------Destroy: Heir to Alexander Bloodline;x
scmr_remove_alexander_desc;Destroy bloodline;x

scmr_remove_destiny;--------Destroy: Child Of Destiny;x
scmr_remove_destiny_desc;Destroy bloodline;x

scmr_remove_ashoka;--------Destroy: Ashoka Bloodline;x
scmr_remove_ashoka_desc;Destroy bloodline;x

scmr_remove_chinese;--------Destroy: Chinese Imperial Bloodline;x
scmr_remove_chinese_desc;Destroy bloodline;x

scmr_remove_matilde;--------Destroy: Matilde Bloodline;x
scmr_remove_matilde_desc;Destroy bloodline;x


mc_add_murder_1;--------MC: Create Happy Child / Vile Blood of [Root.GetTitledFirstName];x
mc_add_murder_1_desc;Create bloodline;x

mc_add_murder_2;--------MC: Create Macabre Banquet / Vile Blood of [Root.GetTitledFirstName];x
mc_add_murder_2_desc;Create bloodline;x

mc_add_murder_3;--------MC: Create Silent Killer / Sly Blood of [Root.GetTitledFirstName];x
mc_add_murder_3_desc;Create bloodline;x

mc_add_murder_4;--------MC: Create The Butcher / Vile Blood of [Root.GetTitledFirstName];x
mc_add_murder_4_desc;Create bloodline;x

mc_add_murder_5;--------MC: Create The Dragon King / Blood of the Dragon-King;x
mc_add_murder_5_desc;Create bloodline;x

mc_add_war_1;--------MC: Create The Li'l Warrior Philosopher;x
mc_add_war_1_desc;Create bloodline;x

mc_add_war_2;--------MC: Create The Perfect Knight;x
mc_add_war_2_desc;Create bloodline;x

mc_add_war_3;--------MC: Create The Conquerer (Blood of [Root.GetTitledFirstName]);x
mc_add_war_3_desc;Create bloodline;x

mc_add_war_4;--------MC: Create The Warrior Philosopher;x
mc_add_war_4_desc;Create bloodline;x

mc_add_peace_2;--------MC: Create Protector Bloodline;x
mc_add_peace_2_desc;Create peace bloodline;x

mc_add_peace_3;--------MC: Create Benefactor Bloodline;x
mc_add_peace_3_desc;Create peace bloodline;x

mc_add_construction_1;--------MC: Create The Architect Bloodline;x
mc_add_construction_1_desc;Create construction bloodline;x

mc_add_construction_2;--------MC: Create The Castellan Bloodline;x
mc_add_construction_2_desc;Create construction bloodline;x

mc_add_construction_3;--------MC: Create The Carpenter Bloodline;x
mc_add_construction_3_desc;Create construction bloodline;x


mc_add_murder_war;--------MC: Create Vile Bloodline 3;x
mc_add_murder_war_desc;Create bloodline;x

mc_add_murder_peace;--------MC: Create Murder/Peace Bloodline;x
mc_add_murder_peace_desc;Create bloodline;x

mc_add_murder_build;--------MC: Create The Builder Bloodline;x
mc_add_murder_build_desc;Create bloodline;x

mc_add_triple_build;--------MC: Create Murder/Builder Bloodline;x
mc_add_triple_build_desc;Create bloodline;x

mc_add_peace_architect;--------MC: Create Peace Architect Bloodline;x
mc_add_peace_architect_desc;Create bloodline;x

mc_add_peace_castellan;--------MC: Create Peace Castellan Bloodline;x
mc_add_peace_castellan_desc;Create bloodline;x

mc_add_peace_monumental;--------MC: Create Peace Monumental Bloodline;x
mc_add_peace_monumental_desc;Create bloodline;x

mc_add_family;--------MC: Create Family Bloodline;x
mc_add_family_desc;Create bloodline;x

mc_add_technology;--------MC: Create Philosopher Bloodline;x
mc_add_technology_desc;Create bloodline;x

mc_add_benevolent;--------MC: Create Benevolence Bloodline;x
mc_add_benevolent_desc;Create bloodline;x

mc_add_ruthless;--------MC: Create Ruthlessness Bloodline;x
mc_add_ruthless_desc;Create bloodline;x

mc_remove_murder_1;--------MC: Destroy Happy Child / Vile Blood of [Root.GetTitledFirstName];x
mc_remove_murder_1_desc;Destroy bloodline;x

mc_remove_murder_2;--------MC: Destroy Macabre Banquet / Vile Blood of [Root.GetTitledFirstName];x
mc_remove_murder_2_desc;Destroy bloodline;x

mc_remove_murder_3;--------MC: Destroy Silent Killer / Sly Blood of [Root.GetTitledFirstName];x
mc_remove_murder_3_desc;Destroy bloodline;x

mc_remove_murder_4;--------MC: Destroy The Butcher / Vile Blood of [Root.GetTitledFirstName];x
mc_remove_murder_4_desc;Destroy bloodline;x

mc_remove_murder_5;--------MC: Destroy The Dragon King / Blood of the Dragon-King;x
mc_remove_murder_5_desc;Destroy bloodline;x

mc_remove_war_1;--------MC: Destroy The Li'l Warrior Philosopher;x
mc_remove_war_1_desc;Destroy bloodline;x

mc_remove_war_2;--------MC: Destroy The Perfect Knight;x
mc_remove_war_2_desc;Destroy bloodline;x

mc_remove_war_3;--------MC: Destroy The Conquerer (Blood of [Root.GetTitledFirstName]);x
mc_remove_war_3_desc;Destroy bloodline;x

mc_remove_war_4;--------MC: Destroy The Warrior Philosopher;x
mc_remove_war_4_desc;Destroy bloodline;x

mc_remove_peace_2;--------MC: Destroy Protector Bloodline;x
mc_remove_peace_2_desc;Destroy peace bloodline;x

mc_remove_peace_3;--------MC: Destroy Benefactor Bloodline;x
mc_remove_peace_3_desc;Destroy peace bloodline;x

mc_remove_construction_1;--------MC: Destroy The Architect Bloodline;x
mc_remove_construction_1_desc;Destroy construction bloodline;x

mc_remove_construction_2;--------MC: Destroy The Castellan Bloodline;x
mc_remove_construction_2_desc;Destroy construction bloodline;x

mc_remove_construction_3;--------MC: Destroy The Carpenter Bloodline;x
mc_remove_construction_3_desc;Destroy construction bloodline;x


mc_remove_murder_war;--------MC: Destroy Vile Bloodline 3;x
mc_remove_murder_war_desc;Destroy bloodline;x

mc_remove_murder_peace;--------MC: Destroy Murder/Peace Bloodline;x
mc_remove_murder_peace_desc;Destroy bloodline;x

mc_remove_murder_build;--------MC: Destroy The Builder Bloodline;x
mc_remove_murder_build_desc;Destroy bloodline;x

mc_remove_triple_build;--------MC: Destroy Murder/Builder Bloodline;x
mc_remove_triple_build_desc;Destroy bloodline;x

mc_remove_peace_architect;--------MC: Destroy Peace Architect Bloodline;x
mc_remove_peace_architect_desc;Destroy bloodline;x

mc_remove_peace_castellan;--------MC: Destroy Peace Castellan Bloodline;x
mc_remove_peace_castellan_desc;Destroy bloodline;x

mc_remove_peace_monumental;--------MC: Destroy Peace Monumental Bloodline;x
mc_remove_peace_monumental_desc;Destroy bloodline;x

mc_remove_family;--------MC: Destroy Family Bloodline;x
mc_remove_family_desc;Destroy bloodline;x

mc_remove_technology;--------MC: Destroy Philosopher Bloodline;x
mc_remove_technology_desc;Destroy bloodline;x

mc_remove_benevolent;--------MC: Destroy Benevolence Bloodline;x
mc_remove_benevolent_desc;Destroy bloodline;x

mc_remove_ruthless;--------MC: Destroy Ruthlessness Bloodline;x
mc_remove_ruthless_desc;Destroy bloodline;x

mc_clear_bloodline;--------MC: Destroy All Created Bloodlines;x
mc_clear_bloodline_desc;Destroy bloodlines;x
