#CODE;NAME;x
#CODE_desc;DESCRIPTION;x


scmr_fragment_of_true_cross;--------Get Fragment Of The True Cross;x
scmr_fragment_of_true_cross_desc;Get or create;x

scmr_holy_foreskin;--------Get Holy Foreskin;x
scmr_holy_foreskin_desc;Get or create;x

scmr_tabernacle;--------Get Tabernacle;x
scmr_tabernacle_desc;Get or create;x

scmr_letter_of_mohammad;--------Get Letter Of Mohammad;x
scmr_letter_of_mohammad_desc;Get or create;x

scmr_cloak_of_mohammad;--------Get Cloak Of Mohammad;x
scmr_cloak_of_mohammad_desc;Get or create;x

scmr_cyrus_cylinder;--------Get Cyrus Cylinder;x
scmr_cyrus_cylinder_desc;Get or create;x

scmr_gjallarhorn;--------Get Gjallarhorn;x
scmr_gjallarhorn_desc;Get or create;x

scmr_image_of_edessa;--------Get Image of Edessa;x
scmr_image_of_edessa_desc;Get or create;x

scmr_weeping_statue;--------Get Weeping Statue;x
scmr_weeping_statue_desc;Get or create;x

scmr_elaborate_danda;--------Get Jewelled Danda;x
scmr_elaborate_danda_desc;Get or create;x

scmr_crown_jewels_2;--------Get T4 Crown Jewels Set;x
scmr_crown_jewels_2_desc;Get this artifact;x

scmr_crown_jewels_1;--------Get T3 Crown Jewels Set;x
scmr_crown_jewels_1_desc;Get this artifact;x

scmr_weapon_armor_1;--------Get T4 Weapon Armor Set 1;x
scmr_weapon_armor_1_desc;Get this artifact;x

scmr_weapon_armor_2;--------Get T4 Weapon Armor Set 2;x
scmr_weapon_armor_2_desc;Get this artifact;x

scmr_weapon_armor_3;--------Get T4 Weapon Armor Set 3;x
scmr_weapon_armor_3_desc;Get this artifact;x

scmr_weapon_armor_4;--------Get T3 Weapon Armor Set 1;x
scmr_weapon_armor_4_desc;Get this artifact;x

scmr_weapon_armor_5;--------Get T3 Weapon Armor Set 2;x
scmr_weapon_armor_5_desc;Get this artifact;x

scmr_weapon_armor_6;--------Get T3 Weapon Armor Set 3;x
scmr_weapon_armor_6_desc;Get this artifact;x


scmr_jade_dragon;--------Get Jade Dragon;x
scmr_jade_dragon_desc;Get or create;x

scmr_art_of_war;--------Get Art Of War;x
scmr_art_of_war_desc;Get or create;x

scmr_classic_of_poetry;--------Get Classic Of Poetry;x
scmr_classic_of_poetry_desc;Get or create;x

scmr_chinese_dragon_amulet;--------Get Chinese Dragon Amulet;x
scmr_chinese_dragon_amulet_desc;Get or create;x

scmr_water_clock;--------Get Water Clock;x
scmr_water_clock_desc;Get or create;x

scmr_jian_sword;--------Get Jian Sword;x
scmr_jian_sword_desc;Get or create;x

scmr_chinese_ceremonial_robes;--------Get Ceremonial Robes;x
scmr_chinese_ceremonial_robes_desc;Get or create;x

scmr_silk_shroud;--------Get Silk Shroud;x
scmr_silk_shroud_desc;Get or create;x

scmr_chinese_ji;--------Get Ji;x
scmr_chinese_ji_desc;Get or create;x

scmr_chinese_crossbow;--------Get Zhuge Crossbow;x
scmr_chinese_crossbow_desc;Get or create;x

scmr_chinese_bronze_sculpture;--------Get Bronze Sculpture;x
scmr_chinese_bronze_sculpture_desc;Get or create;x

scmr_chinese_tapestry_grand;--------Get Chinese Tapestry;x
scmr_chinese_tapestry_grand_desc;Get or create;x

scmr_chinese_book_health;--------Get Chinese Compendium of Medicine;x
scmr_chinese_book_health_desc;Get or create;x

scmr_chinese_book_law;--------Get Chinese Treatise on Law;x
scmr_chinese_book_law_desc;Get or create;x

scmr_chinese_book_economy;--------Get Chinese Economic Chronicle;x
scmr_chinese_book_economy_desc;Get or create;x

scmr_chinese_journal;--------Get Chinese Journal;x
scmr_chinese_journal_desc;Get or create;x


scmr_crown_hre;--------Get Reichskrone;x
scmr_crown_hre_desc;Get or create;x

scmr_crown_byzantine;--------Get Imperial Diadem;x
scmr_crown_byzantine_desc;Get or create;x

scmr_crown_pahlavi;--------Get Karen's Crown;x
scmr_crown_pahlavi_desc;It's not recommended to create this artifact;x

scmr_crown_fylkir;--------Get Fylkirian Crown;x
scmr_crown_fylkir_desc;Get or create;x

scmr_crown_tengri_fylkir;--------Get Tengrikutan Crown;x
scmr_crown_tengri_fylkir_desc;Get or create;x

scmr_crown_finnish_fylkir;--------Get Tietajan Crown;x
scmr_crown_finnish_fylkir_desc;Get or create;x

scmr_crown_west_african_fylkir;--------Get Whispering Crown;x
scmr_crown_west_african_fylkir_desc;Get or create;x

scmr_crown_zun_fylkir;--------Get Solar Crown;x
scmr_crown_zun_fylkir_desc;Get or create;x

scmr_crown_slavic_fylkir;--------Get Ancient Crown;x
scmr_crown_slavic_fylkir_desc;Get or create;x

scmr_crown_romuva_fylkir;--------Get Mystic Crown;x
scmr_crown_romuva_fylkir_desc;Get or create;x

scmr_crown_aztec_fylkir;--------Get Tlatoanic Crown;x
scmr_crown_aztec_fylkir_desc;Get or create;x

scmr_scepter_hellenic_fylkir;--------Get Pontifical Scepter;x
scmr_scepter_hellenic_fylkir_desc;Get or create;x

scmr_crown_crusader_king;--------Create Sacred War Crown;x
scmr_crown_crusader_king_desc;It's not recommended to create this artifact;x

scmr_crown_african_mask_1;--------Create Spirit-Mask of Bravery;x
scmr_crown_african_mask_1_desc;It's not recommended to create this artifact;x

scmr_crown_african_mask_2;--------Create Spirit-Mask of Terror;x
scmr_crown_african_mask_2_desc;It's not recommended to create this artifact;x


scmr_ingredients_herb;--------Get Herb Ingredients;x
scmr_ingredients_herb_desc;Replenish ingredients;x

scmr_ingredients_animal;--------Get Animal Ingredients;x
scmr_ingredients_animal_desc;Replenish ingredients;x

scmr_ingredients_metal_exotic;--------Get Metal Exotic Ingredients;x
scmr_ingredients_metal_exotic_desc;Replenish ingredients;x

scmr_cursed_diamond_crown;--------Get Cursed Diamond Crown;x
scmr_cursed_diamond_crown_desc;Get or create;x

scmr_emerald_tablet;--------Get Emerald Tablet;x
scmr_emerald_tablet_desc;Get or create;x

scmr_necronomicon;--------Get Necronomicon;x
scmr_necronomicon_desc;Get or create;x

scmr_hermetic_handgun;--------Get Handgun;x
scmr_hermetic_handgun_desc;Get or create;x

scmr_hermetic_compass;--------Get Magnetic Compass;x
scmr_hermetic_compass_desc;Get or create;x

scmr_radius_astronomicus;--------Get Radius Astronomicus;x
scmr_radius_astronomicus_desc;Get or create;x

scmr_hermetic_cypher_machine;--------Get Cipher Disc;x
scmr_hermetic_cypher_machine_desc;Get or create;x

scmr_hermetic_plate_armor;--------Get Plate Armor;x
scmr_hermetic_plate_armor_desc;Get or create;x

scmr_hermetic_glasses;--------Get Spectacles;x
scmr_hermetic_glasses_desc;Get or create;x

scmr_axe_whispering;--------Get Whispering Axe;x
scmr_axe_whispering_desc;Obtain it;x

scmr_sword_whispering;--------Get Whispering Sword;x
scmr_sword_whispering_desc;Obtain it;x

scmr_mace_whispering;--------Get Whispering Mace;x
scmr_mace_whispering_desc;Obtain it;x

scmr_magnum_opus_theurgy_ritual_4;--------Get Therugy Ritual;x
scmr_magnum_opus_theurgy_ritual_4_desc;Get or create;x

scmr_magnum_opus_theurgy_contemplation_4;--------Get Therugy Contemplation;x
scmr_magnum_opus_theurgy_contemplation_4_desc;Get or create;x

scmr_magnum_opus_astrology_stars_4;--------Get Astrology Stars;x
scmr_magnum_opus_astrology_stars_4_desc;Get or create;x

scmr_magnum_opus_astrology_planets_4;--------Get Astrology Planets;x
scmr_magnum_opus_astrology_planets_4_desc;Get or create;x

scmr_magnum_opus_alchemy_panacea_4;--------Get Alchemy Panacea;x
scmr_magnum_opus_alchemy_panacea_4_desc;Get or create;x

scmr_magnum_opus_alchemy_transmutation_4;--------Get Alchemy Transmutation;x
scmr_magnum_opus_alchemy_transmutation_4_desc;Get or create;x

scmr_the_bestiary;--------Get Bestiary;x
scmr_the_bestiary_desc;Get or create;x

scmr_the_odyssey;--------Get The Odyssey of [Root.GetFirstName];x
scmr_the_odyssey_desc;Get or create;x

scmr_speculum_regale;--------Get Speculum Regale;x
scmr_speculum_regale_desc;Get or create;x

scmr_religious_head_culture_courtesy;--------Get Religious Head Culture Courtesy;x
scmr_religious_head_culture_courtesy_desc;Get or create;x

scmr_keeping_government_court;--------Get Keeping A Court;x
scmr_keeping_government_court_desc;Get or create;x

scmr_treatise_on_fishing;--------Get Treatise On Fishing;x
scmr_treatise_on_fishing_desc;Get or create;x

scmr_learning_languages_4;--------Get Learning Languages Of [Root.Culture.GetName];x
scmr_learning_languages_4_desc;Get or create;x

scmr_the_book_of_healing;--------Get Book Of The Healing;x
scmr_the_book_of_healing_desc;Get or create;x

scmr_the_annals_of_roots_dynasty;--------Get The Annals Of [Root.GetOnlyDynastyName];x
scmr_the_annals_of_roots_dynasty_desc;Get or create;x

scmr_the_secret_history_of_culture;--------Get The Secret History Of [Root.Culture.GetName];x
scmr_the_secret_history_of_culture_desc;Get or create;x


scmr_military_strategy_guide;--------Get Military Strategy According to [Root.GetBestName];x
scmr_military_strategy_guide_desc;Write it;x

scmr_my_fechtbuch;--------Get The Fechtbuch;x
scmr_my_fechtbuch_desc;Write it;x

scmr_codex_dynasty_name;--------Get Codex [Root.GetOnlyDynastyName];x
scmr_codex_dynasty_name_desc;Write it;x

scmr_the_sword_and_buckler;--------Get The Sword and Buckler Manual;x
scmr_the_sword_and_buckler_desc;Write it;x

scmr_lessons_taught_to_me_by_rival_3;--------Get Lessons Taught Me By My Enemy by [Root.GetTitledFirstName];x
scmr_lessons_taught_to_me_by_rival_3_desc;Write it;x

scmr_ordinary_beasts;--------Get Ordinary Beasts and How to Avoid Them;x
scmr_ordinary_beasts_desc;Write it;x

scmr_the_white_animal;--------Get The White Stag;x
scmr_the_white_animal_desc;Write it;x

scmr_the_book_of_shadows;--------Get The Book of Shadows;x
scmr_the_book_of_shadows_desc;Write it;x

scmr_on_government_type_warfare;--------Get On [Root.Government.GetName] Warfare;x
scmr_on_government_type_warfare_desc;Write it;x

scmr_the_dynasty_cookbook;--------Get The [Root.GetOnlyDynastyName] Cookbook by [Root.GetFirstName];x
scmr_the_dynasty_cookbook_desc;Write it;x

scmr_modest_measures;--------Get Modest Measures;x
scmr_modest_measures_desc;Write it;x

scmr_good_cookbook;--------Get Feeding a Realm;x
scmr_good_cookbook_desc;Write it;x

scmr_cookbook_3_roman;--------Get Apicius;x
scmr_cookbook_3_roman_desc;Write it;x

scmr_cookbook_3_arabic;--------Get Kitab al-Tabikh;x
scmr_cookbook_3_arabic_desc;Write it;x

scmr_cookbook_3_chinese_group;--------Get Yinshan Zhengyao;x
scmr_cookbook_3_chinese_group_desc;Write it;x

scmr_cookbook_3_central_german;--------Get Das Buch von Guter Speise;x
scmr_cookbook_3_central_german_desc;Write it;x

scmr_on_culture_architecture;--------Get On [Root.Culture.GetName] Architecture;x
scmr_on_culture_architecture_desc;Write it;x

scmr_how_to_build_a_well;--------Get How to Build A Well;x
scmr_how_to_build_a_well_desc;Write it;x

scmr_gardens_of_planet;--------Get Gardens of the Moon;x
scmr_gardens_of_planet_desc;Write it;x

scmr_a_history_of_churches;--------Get A History of Temples;x
scmr_a_history_of_churches_desc;Write it;x

scmr_how_to_worship;--------Get How to Worship [Root.Religion.GetHighGodName];x
scmr_how_to_worship_desc;Write it;x

scmr_the_not_actual_holy_book;--------Get [Root.Religion.GetScriptureName] Improved;x
scmr_the_not_actual_holy_book_desc;Write it;x

scmr_the_spirits;--------Get The Spirits Among Us;x
scmr_the_spirits_desc;Write it;x

scmr_learning_languages_3;--------Get The [Root.Culture.GetName] Language Volume III;x
scmr_learning_languages_3_desc;Write it;x

scmr_the_republic;--------Get The [Root.Government.GetName] Realm;x
scmr_the_republic_desc;Write it;x

scmr_the_confessions_of_root;--------Get The Confessions of [Root.GetDynName];x
scmr_the_confessions_of_root_desc;Write it;x

scmr_comforting_poetry;--------Get The Comforting Boulder;x
scmr_comforting_poetry_desc;Write it;x

scmr_equine_sequins;--------Get Equine Sequins;x
scmr_equine_sequins_desc;Write it;x

scmr_court_etiquette_3;--------Get Court Etiquette - Volume 3;x
scmr_court_etiquette_3_desc;Write it;x

scmr_kama_sutra;--------Get Kama Sutra;x
scmr_kama_sutra_desc;Write it;x

scmr_in_honor_of_roots_beloved_3;--------Get A [Root.Culture.GetName] Tale;x
scmr_in_honor_of_roots_beloved_3_desc;Write it;x

scmr_the_art_of_love;--------Get The Art of Love;x
scmr_the_art_of_love_desc;Write it;x

scmr_the_hunchback_of_capital;--------Get The Hunchback;x
scmr_the_hunchback_of_capital_desc;Write it;x

scmr_the_illiad;--------Get The [Root.GetFirstName]iad;x
scmr_the_illiad_desc;Write it;x

scmr_contracts_of_the_romans;--------Get Contracts of the [Root.Culture.GetName];x
scmr_contracts_of_the_romans_desc;Write it;x

scmr_the_legend_of_roots_ancestors_3;--------Get The Legendary [Root.GetOnlyDynastyName];x
scmr_the_legend_of_roots_ancestors_3_desc;Write it;x

scmr_a_story_about_my_aunt;--------Get A Story About My Aunt;x
scmr_a_story_about_my_aunt_desc;Write it;x

