#CODE;NAME;x
#CODE_desc;DESCRIPTION;x

hide_vassal_desc;Hide traits for vassals;x

show_dynasty;----Show Traits For Dynasty/Spouses;x
show_dynasty_desc;Show traits for dynasty/spouses;x

hide_dynasty;----Hide Traits For Dynasty/Spouses;x
hide_dynasty_desc;Hide traits For dynasty/spouses;x

add_chaste;--------Add Chaste;x
add_chaste_desc;Add chaste;x

remove_chaste;--------Remove Chaste;x
remove_chaste_desc;Remove chaste;x

add_temperate;--------Add Temperate;x
add_temperate_desc;Add temperate;x

remove_temperate;--------Remove Temperate;x
remove_temperate_desc;Remove temperate;x

add_charitable;--------Add Charitable;x
add_charitable_desc;Add charitable;x

remove_charitable;--------Remove Charitable;x
remove_charitable_desc;Remove charitable;x

add_patient;--------Add Patient;x
add_patient_desc;Add patient;x

remove_patient;--------Remove Patient;x
remove_patient_desc;Remove patient;x

add_diligent;--------Add Diligent;x
add_diligent_desc;Add diligent;x

remove_diligent;--------Remove Diligent;x
remove_diligent_desc;Remove diligent;x

add_humble;--------Add Humble;x
add_humble_desc;Add humble;x

remove_humble;--------Remove Humble;x
remove_humble_desc;Remove humble;x

add_kind;--------Add Kind;x
add_kind_desc;Add kind;x

remove_kind;--------Remove Kind;x
remove_kind_desc;Remove kind;x

add_envious;--------Add Envious;x
add_envious_desc;Add envious;x

remove_envious;--------Remove Envious;x
remove_envious_desc;Remove envious;x

add_greedy;--------Add Greedy;x
add_greedy_desc;Add greedy;x

remove_greedy;--------Remove Greedy;x
remove_greedy_desc;Remove greedy;x

add_lustful;--------Add Lustful;x
add_lustful_desc;Add lustful;x

remove_lustful;--------Remove Lustful;x
remove_lustful_desc;Remove lustful;x

add_slothful;--------Add Slothful;x
add_slothful_desc;Add slothful;x

remove_slothful;--------Remove Slothful;x
remove_slothful_desc;Remove slothful;x

add_gluttonous;--------Add Gluttonous;x
add_gluttonous_desc;Add gluttonous;x

remove_gluttonous;--------Remove Gluttonous;x
remove_gluttonous_desc;Remove gluttonous;x

add_wroth;--------Add Wroth;x
add_wroth_desc;Add wroth;x

remove_wroth;--------Remove Wroth;x
remove_wroth_desc;Remove wroth;x

add_proud;--------Add Proud;x
add_proud_desc;Add proud;x

remove_proud;--------Remove Proud;x
remove_proud_desc;Remove proud;x

add_cruel;--------Add Cruel;x
add_cruel_desc;Add cruel;x

remove_cruel;--------Remove Cruel;x
remove_cruel_desc;Remove cruel;x

add_celibate;--------Add Celibate;x
add_celibate_desc;Add celibate;x

remove_celibate;--------Remove Celibate;x
remove_celibate_desc;Remove celibate;x

add_falconer;--------Add Falconer;x
add_falconer_desc;Add falconer;x

remove_falconer;--------Remove Falconer;x
remove_falconer_desc;Remove falconer;x

add_poet;--------Add Poet;x
add_poet_desc;Add poet;x

remove_poet;--------Remove Poet;x
remove_poet_desc;Remove poet;x

add_honest;--------Add Honest;x
add_honest_desc;Add honest;x

remove_honest;--------Remove Honest;x
remove_honest_desc;Remove honest;x

add_deceitful;--------Add Deceitful;x
add_deceitful_desc;Add deceitful;x

remove_deceitful;--------Remove Deceitful;x
remove_deceitful_desc;Remove deceitful;x

add_shy;--------Add Shy;x
add_shy_desc;Add shy;x

remove_shy;--------Remove Shy;x
remove_shy_desc;Remove shy;x

add_gregarious;--------Add Gregarious;x
add_gregarious_desc;Add gregarious;x

remove_gregarious;--------Remove Gregarious;x
remove_gregarious_desc;Remove gregarious;x

add_trusting;--------Add Trusting;x
add_trusting_desc;Add trusting;x

remove_trusting;--------Remove Trusting;x
remove_trusting_desc;Remove trusting;x

add_paranoid;--------Add Paranoid;x
add_paranoid_desc;Add paranoid;x

remove_paranoid;--------Remove Paranoid;x
remove_paranoid_desc;Remove paranoid;x

add_content;--------Add Content;x
add_content_desc;Add content;x

remove_content;--------Remove Content;x
remove_content_desc;Remove content;x

add_ambitious;--------Add Ambitious;x
add_ambitious_desc;Add ambitious;x

remove_ambitious;--------Remove Ambitious;x
remove_ambitious_desc;Remove ambitious;x

add_just;--------Add Just;x
add_just_desc;Add just;x

remove_just;--------Remove Just;x
remove_just_desc;Remove just;x

add_arbitrary;--------Add Arbitrary;x
add_arbitrary_desc;Add arbitrary;x

remove_arbitrary;--------Remove Arbitrary;x
remove_arbitrary_desc;Remove arbitrary;x

add_brave;--------Add Brave;x
add_brave_desc;Add brave;x

remove_brave;--------Remove Brave;x
remove_brave_desc;Remove brave;x

add_craven;--------Add Craven;x
add_craven_desc;Add craven;x

remove_craven;--------Remove Craven;x
remove_craven_desc;Remove craven;x

add_stubborn;--------Add Stubborn;x
add_stubborn_desc;Add stubborn;x

remove_stubborn;--------Remove Stubborn;x
remove_stubborn_desc;Remove stubborn;x

add_zealous;--------Add Zealous;x
add_zealous_desc;Add zealous;x

remove_zealous;--------Remove Zealous;x
remove_zealous_desc;Remove zealous;x

add_cynical;--------Add Cynical;x
add_cynical_desc;Add cynical;x

remove_cynical;--------Remove Cynical;x
remove_cynical_desc;Remove cynical;x

add_erudite;--------Add Erudite;x
add_erudite_desc;Add erudite;x

remove_erudite;--------Remove Erudite;x
remove_erudite_desc;Remove erudite;x


set_martial_education;--------Martial Education;x
set_martial_education_desc;Gives you the highest martial education trait;x

set_learning_education;--------Learning Education;x
set_learning_education_desc;Gives you the highest learning education trait;x

set_stewardship_education;--------Stewardship Education;x
set_stewardship_education_desc;Gives you the highest stewardship education trait;x

set_intrigue_education;--------Intrigue Education;x
set_intrigue_education_desc;Gives you the highest intrigue education trait;x

set_diplomacy_education;--------Diplomacy Education;x
set_diplomacy_education_desc;Gives you the highest diplomacy education trait;x

scmr_up_education;--------Improve Education Rank;x
scmr_up_education_desc;Increase your education trait;x

scmr_down_education;--------Reduce Education Rank;x
scmr_down_education_desc;Reduce your education trait;x

add_fair;--------Add Attractive;x
add_fair_desc;Add attractive;x

remove_fair;--------Remove Attractive;x
remove_fair_desc;Remove attractive;x

add_strong;--------Add Strong;x
add_strong_desc;Add strong;x

remove_strong;--------Remove Strong;x
remove_strong_desc;Remove strong;x

add_quick;--------Add Quick;x
add_quick_desc;Add quick;x

remove_quick;--------Remove Quick;x
remove_quick_desc;Remove quick;x

add_genius;--------Add Genius;x
add_genius_desc;Add genius;x

remove_genius;--------Remove Genius;x
remove_genius_desc;Remove genius;x

remove_diseases;--------Remove Diseases;x
remove_diseases_desc;Remove diseases;x

remove_symptoms;--------Remove Symptoms;x
remove_symptoms_desc;Remove symptoms;x

remove_others;--------Remove Other Defects;x
remove_others_desc;Remove other defects;x

add_robust;--------Add Brawny;x
add_robust_desc;Add brawny;x

remove_robust;--------Remove Brawny;x
remove_robust_desc;Remove brawny;x

add_sturdy;--------Add Sturdy;x
add_sturdy_desc;Add sturdy;x

remove_sturdy;--------Remove Sturdy;x
remove_sturdy_desc;Remove sturdy;x

add_feeble;--------Add Frail;x
add_feeble_desc;Add frail;x

remove_feeble;--------Remove Frail;x
remove_feeble_desc;Remove frail;x

add_shrewd;--------Add Shrewd;x
add_shrewd_desc;Add shrewd;x

remove_shrewd;--------Remove Shrewd;x
remove_shrewd_desc;Remove shrewd;x

add_dull;--------Add Dull;x
add_dull_desc;Add dull;x

remove_dull;--------Remove Dull;x
remove_dull_desc;Remove dull;x

add_groomed;--------Add Groomed;x
add_groomed_desc;Add groomed;x

remove_groomed;--------Remove Groomed;x
remove_groomed_desc;Remove groomed;x

add_uncouth;--------Add Uncouth;x
add_uncouth_desc;Add uncouth;x

remove_uncouth;--------Remove Uncouth;x
remove_uncouth_desc;Remove uncouth;x

add_is_fat;--------Add Fat;x
add_is_fat_desc;Add fat;x

remove_is_fat;--------Remove Fat;x
remove_is_fat_desc;Remove fat;x

add_is_malnourished;--------Add Malnourished;x
add_is_malnourished_desc;Add malnourished;x

remove_is_malnourished;--------Remove Malnourished;x
remove_is_malnourished_desc;Remove malnourished;x

add_homosexual;--------Add Homosexual;x
add_homosexual_desc;Add homosexual;x

remove_homosexual;--------Remove Homosexual;x
remove_homosexual_desc;Remove homosexual;x

add_crusader;--------Add Crusader;x
add_crusader_desc;Add crusader;x

remove_crusader;--------Remove Crusader;x
remove_crusader_desc;Remove crusader;x

add_scarred;--------Add Scarred;x
add_scarred_desc;Add scarred;x

remove_scarred;--------Remove Scarred;x
remove_scarred_desc;Remove scarred;x

remove_child_of_concubine;--------Remove Child Of Concubine;x
remove_child_of_concubine_desc;Remove child Of concubine;x

add_mystic;--------Add Mystic;x
add_mystic_desc;Add mystic;x

remove_mystic;--------Remove Mystic;x
remove_mystic_desc;Remove mystic;x

add_seducer;--------Add Master Seducer;x
add_seducer_desc;Add master seducer;x

remove_seducer;--------Remove Master Seducer;x
remove_seducer_desc;Remove master seducer;x

add_seductress;--------Add Master Seductress;x
add_seductress_desc;Add master seductress;x

remove_seductress;--------Remove Master Seductress;x
remove_seductress_desc;Remove master seductress;x

add_schemer;--------Add Master Schemer;x
add_schemer_desc;Add master schemer;x

remove_schemer;--------Remove Master Schemer;x
remove_schemer_desc;Remove master schemer;x

add_hedonist;--------Add Hedonist;x
add_hedonist_desc;Add hedonist;x

remove_hedonist;--------Remove Hedonist;x
remove_hedonist_desc;Remove hedonist;x

add_socializer;--------Add Socializer;x
add_socializer_desc;Add socializer;x

remove_socializer;--------Remove Socializer;x
remove_socializer_desc;Remove Socializer;x

add_gamer;--------Add Gamer;x
add_gamer_desc;Add gamer;x

remove_gamer;--------Remove Gamer;x
remove_gamer_desc;Remove gamer;x

add_impaler;--------Add Torturer;x
add_impaler_desc;Add torturer;x

remove_impaler;--------Remove Torturer;x
remove_impaler_desc;Remove torturer;x

add_adventurer;--------Add Adventurer;x
add_adventurer_desc;Add adventurer;x

remove_adventurer;--------Remove Adventurer;x
remove_adventurer_desc;Remove adventurer;x

add_ravager;--------Add Ravager;x
add_ravager_desc;Add ravager;x

remove_ravager;--------Remove Ravager;x
remove_ravager_desc;Remove ravager;x

add_shieldmaiden;--------Add Shieldmaiden;x
add_shieldmaiden_desc;Add shieldmaiden;x

remove_shieldmaiden;--------Remove Shieldmaiden;x
remove_shieldmaiden_desc;Remove shieldmaiden;x

add_sea_queen;--------Add Sea Queen;x
add_sea_queen_desc;Add sea queen;x

remove_sea_queen;--------Remove Sea Queen;x
remove_sea_queen_desc;Remove sea queen;x

add_cannibal_trait;--------Add Cannibal;x
add_cannibal_trait_desc;Add cannibal;x

remove_cannibal_trait;--------Remove Cannibal;x
remove_cannibal_trait_desc;Remove cannibal;x

add_hunter;--------Add Hunter;x
add_hunter_desc;Add hunter;x

remove_hunter;--------Remove Hunter;x
remove_hunter_desc;Remove hunter;x

add_duelist;--------Add Duelist;x
add_duelist_desc;Add duelist;x

remove_duelist;--------Remove Duelist;x
remove_duelist_desc;Remove duelist;x

add_strategist;--------Add Strategist;x
add_strategist_desc;Add strategist;x

remove_strategist;--------Remove Strategist;x
remove_strategist_desc;Remove strategist;x

add_architect;--------Add Architect;x
add_architect_desc;Add architect;x

remove_architect;--------Remove Architect;x
remove_architect_desc;Remove architect;x

add_gardener;--------Add Gardener;x
add_gardener_desc;Add gardener;x

remove_gardener;--------Remove Gardener;x
remove_gardener_desc;Remove gardener;x

add_administrator;--------Add Administrator;x
add_administrator_desc;Add administrator;x

remove_administrator;--------Remove Administrator;x
remove_administrator_desc;Remove administrator;x

add_scholar;--------Add Scholar;x
add_scholar_desc;Add scholar;x

remove_scholar;--------Remove Scholar;x
remove_scholar_desc;Remove scholar;x

add_physician;--------Add Physician;x
add_physician_desc;Add physician;x

remove_physician;--------Remove Physician;x
remove_physician_desc;Remove physician;x

add_theologian;--------Add Theologian;x
add_theologian_desc;Add theologian;x

remove_theologian;--------Remove Theologian;x
remove_theologian_desc;Remove theologian;x

add_winter_leader;--------Add Winter Leader;x
add_winter_leader_desc;Add winter leader;x

remove_winter_leader;--------Remove Winter Leader;x
remove_winter_leader_desc;Remove winter leader;x

add_cavalry_leader;--------Add Cavalry Leader;x
add_cavalry_leader_desc;Add cavalry leader;x

remove_cavalry_leader;--------Remove Cavalry Leader;x
remove_cavalry_leader_desc;Remove cavalry leader;x

add_light_foot_leader;--------Add Light Foot Leader;x
add_light_foot_leader_desc;Add light foot leader;x

remove_light_foot_leader;--------Remove Light Foot Leader;x
remove_light_foot_leader_desc;Remove light foot leader;x

add_heavy_infantry_leader;--------Add Heavy Infantry Leader;x
add_heavy_infantry_leader_desc;Add heavy infantry leader;x

remove_heavy_infantry_leader;--------Remove Heavy Infantry Leader;x
remove_heavy_infantry_leader_desc;Remove heavy infantry leader;x

add_inspiring_leader;--------Add Inspiring Leader;x
add_inspiring_leader_desc;Add inspiring leader;x

remove_inspiring_leader;--------Remove Inspiring Leader;x
remove_inspiring_leader_desc;Remove inspiring leader;x

add_defensive_leader;--------Add Defender;x
add_defensive_leader_desc;Add defender;x

remove_defensive_leader;--------Remove Defender;x
remove_defensive_leader_desc;Remove defender;x

add_aggressive_leader;--------Add Aggressive Leader;x
add_aggressive_leader_desc;Add aggressive leader;x

remove_aggressive_leader;--------Remove Aggressive Leader;x
remove_aggressive_leader_desc;Remove aggressive leader;x

add_trickster;--------Add Trickster;x
add_trickster_desc;Add trickster;x

remove_trickster;--------Remove Trickster;x
remove_trickster_desc;Remove trickster;x

add_organizer;--------Add Organizer;x
add_organizer_desc;Add organizer;x

remove_organizer;--------Remove Organizer;x
remove_organizer_desc;Remove organizer;x

add_flanker;--------Add Flanker;x
add_flanker_desc;Add flanker;x

remove_flanker;--------Remove Flanker;x
remove_flanker_desc;Remove flanker;x

add_experimenter;--------Add Direct Leader;x
add_experimenter_desc;Add direct leader;x

remove_experimenter;--------Remove Direct Leader;x
remove_experimenter_desc;Remove direct leader;x

add_siege_leader;--------Add Siege Leader;x
add_siege_leader_desc;Add siege leader;x

remove_siege_leader;--------Remove Siege Leader;x
remove_siege_leader_desc;Remove siege leader;x

add_flat_terrain_leader;--------Add Flat Terrain Expert;x
add_flat_terrain_leader_desc;Add flat terrain expert;x

remove_flat_terrain_leader;--------Remove Flat Terrain Expert;x
remove_flat_terrain_leader_desc;Remove flat terrain expert;x

add_rough_terrain_leader;--------Add Rough Terrain Expert;x
add_rough_terrain_leader_desc;Add rough terrain expert;x

remove_rough_terrain_leader;--------Remove Rough Terrain Expert;x
remove_rough_terrain_leader_desc;Remove rough terrain expert;x

add_mountain_terrain_leader;--------Add Mountain Terrain Expert;x
add_mountain_terrain_leader_desc;Add mountain terrain expert;x

remove_mountain_terrain_leader;--------Remove Mountain Terrain Expert;x
remove_mountain_terrain_leader_desc;Remove mountain terrain expert;x

add_desert_terrain_leader;--------Add Desert Expert;x
add_desert_terrain_leader_desc;Add desert expert;x

remove_desert_terrain_leader;--------Remove Desert Expert;x
remove_desert_terrain_leader_desc;Remove desert expert;x

add_unyielding_leader;--------Add Unyielding;x
add_unyielding_leader_desc;Add unyielding;x

remove_unyielding_leader;--------Remove Unyielding;x
remove_unyielding_leader_desc;Remove unyielding;x

add_master_of_flame;--------Add Way Of Dragon;x
add_master_of_flame_desc;Add Way of Dragon;x

remove_master_of_flame;--------Remove Way Of Dragon;x
remove_master_of_flame_desc;Remove way of dragon;x

add_logistics_expert;--------Add Way Of Tiger;x
add_logistics_expert_desc;Add way of tiger;x

remove_logistics_expert;--------Remove Way Of Tiger;x
remove_logistics_expert_desc;Remove way of tiger;x

add_levy_coordinator;--------Add Way Of Dog;x
add_levy_coordinator_desc;Add way of dog;x

remove_levy_coordinator;--------Remove Way Of Dog;x
remove_levy_coordinator_desc;Remove way of dog;x

add_sapper;--------Add Way Of Leopard;x
add_sapper_desc;Add way of leopard;x

remove_sapper;--------Remove Way Of Leopard;x
remove_sapper_desc;Remove way of leopard;x

add_narrow_flank_leader;--------Add Battlefield Terrain Master;x
add_narrow_flank_leader_desc;Add battlefield terrain master;x

remove_narrow_flank_leader;--------Remove Battlefield Terrain Master;x
remove_narrow_flank_leader_desc;Remove battlefield terrain master;x

add_holy_warrior;--------Add Holy Warrior;x
add_holy_warrior_desc;Add holy warrior;x

remove_holy_warrior;--------Remove Holy Warrior;x
remove_holy_warrior_desc;Remove holy warrior;x

add_war_elephant_leader;--------Add War Elephant Leader;x
add_war_elephant_leader_desc;Add war elephant leader;x

remove_war_elephant_leader;--------Remove War Elephant Leader;x
remove_war_elephant_leader_desc;Remove war elephant leader;x

add_jungle_terrain_leader;--------Add Jungle Expert;x
add_jungle_terrain_leader_desc;Add jungle expert;x

remove_jungle_terrain_leader;--------Remove Jungle Expert;x
remove_jungle_terrain_leader_desc;Remove jungle expert;x

add_winter_soldier;--------Add Winter Soldier;x
add_winter_soldier_desc;Add winter soldier;x

remove_winter_soldier;--------Remove Winter Soldier;x
remove_winter_soldier_desc;Remove winter soldier;x

add_vassal_content;--------Vassals: Add Content;x
add_vassal_content_desc;Vassals courtiers: add content;x

add_vassal_trusting;--------Vassals: Add Trusting;x
add_vassal_trusting_desc;Vassals courtiers: add trusting;x

add_vassal_honest;--------Vassals: Add Honest;x
add_vassal_honest_desc;Vassals courtiers: add honest;x

add_vassal_virtues;--------Vassals: Add All Virtues;x
add_vassal_virtues_desc;Vassals courtiers: add all Virtues;x

remove_vassal_sins;--------Vassals: Remove All Sins;x
remove_vassal_sins_desc;Vassals courtiers: remove all Sins;x

add_lunatic;--------Add Lunatic;x
add_lunatic_desc;Add lunatic;x

remove_lunatic;--------Remove Lunatic;x
remove_lunatic_desc;Remove lunatic;x

add_possessed;--------Add Possessed;x
add_possessed_desc;Add possessed;x

remove_possessed;--------Remove Possessed;x
remove_possessed_desc;Remove possessed;x

add_blinded;--------Add Blinded;x
add_blinded_desc;Add blinded;x

remove_blinded;--------Remove Blinded;x
remove_blinded_desc;Remove blinded;x

add_dynasty_content;--------Dynasty: Add Content;x
add_dynasty_content_desc;Dynasty spouses: add content;x

add_dynasty_trusting;--------Dynasty: Add Trusting;x
add_dynasty_trusting_desc;Dynasty spouses: add trusting;x

add_dynasty_honest;--------Dynasty: Add Honest;x
add_dynasty_honest_desc;Dynasty spouses: Add honest;x

add_dynasty_virtues;--------Dynasty: Add All Virtues;x
add_dynasty_virtues_desc;Dynasty spouses: add all virtues;x

remove_dynasty_sins;--------Dynasty: Remove All Sins;x
remove_dynasty_sins_desc;Dynasty spouses: remove all sins;x

add_dynasty_genetics;--------Dynasty: Add Good Congenital Traits;x
add_dynasty_genetics_desc;Dynasty spouses: add all good congenital traits;x

add_beloved;--------Add Beloved;x
add_beloved_desc;Add beloved;x

remove_beloved;--------Remove Beloved;x
remove_beloved_desc;Remove beloved;x

add_immortal;--------Add Immortal;x
add_immortal_desc;Add immortal;x

remove_immortal;--------Remove Immortal;x
remove_immortal_desc;Remove immortal;x

add_landlord;--------Add Master Landowner;x
add_landlord_desc;Add master landowner;x

remove_landlord;--------Remove Master Landowner;x
remove_landlord_desc;Remove master landowner;x

add_conspirator;--------Add Master Plotter;x
add_conspirator_desc;Add master plotter;x

remove_conspirator;--------Remove Master Plotter;x
remove_conspirator_desc;Remove master plotter;x

add_mastermind;--------Add Master Commander;x
add_mastermind_desc;Add master commander;x

remove_mastermind;--------Remove Master Commander;x
remove_mastermind_desc;Remove master commander;x

add_builder;--------Add Master Builder;x
add_builder_desc;Add master builder;x

remove_builder;--------Remove Master Builder;x
remove_builder_desc;Remove master builder;x

add_one_eyed;--------Add One-Eyed;x
add_one_eyed_desc;Add one-eyed;x

add_one_handed;--------Add One-Handed;x
add_one_handed_desc;Add one-handed;x

add_one_legged;--------Add One-Legged;x
add_one_legged_desc;Add one-legged;x

add_disfigured;--------Add Disfigured;x
add_disfigured_desc;Add disfigured;x

add_sayyid;--------Add Sayyid;x
add_sayyid_desc;Add sayyid;x

remove_sayyid;--------Remove Sayyid;x
remove_sayyid_desc;Remove sayyid;x

add_mirza;--------Add Mirza;x
add_mirza_desc;Add mirza;x

remove_mirza;--------Remove Mirza;x
remove_mirza_desc;Remove mirza;x

add_ashari;--------Add Ashari;x
add_ashari_desc;Add ashari;x

remove_ashari;--------Remove Ashari;x
remove_ashari_desc;Remove ashari;x

add_mutazilite;--------Add Mutazilite;x
add_mutazilite_desc;Add mutazilite;x

remove_mutazilite;--------Remove Mutazilite;x
remove_mutazilite_desc;Remove mutazilite;x

add_saoshyant;--------Add Saoshyant;x
add_saoshyant_desc;Add saoshyant;x

remove_saoshyant;--------Remove Saoshyant;x
remove_saoshyant_desc;Remove saoshyant;x

add_saoshyant_descendant;--------Add Saoshyant Descendant;x
add_saoshyant_descendant_desc;Add saoshyant dscendant;x

remove_saoshyant_descendant;--------Remove Saoshyant Descendant;x
remove_saoshyant_descendant_desc;Remove saoshyant descendant;x

add_viking;--------Add Viking;x
add_viking_desc;Add viking;x

remove_viking;--------Remove Viking;x
remove_viking_desc;Remove viking;x

add_seaking;--------Add Sea King;x
add_seaking_desc;Add sea ling;x

remove_seaking;--------Remove Sea King;x
remove_seaking_desc;Remove sea king;x

remove_legit_bastard;--------Remove Legit. Bastard;x
remove_legit_bastard_desc;Remove legitimized bastard;x

remove_bastard;--------Remove Bastard;x
remove_bastard_desc;Remove bastard;x

remove_kinslayer;--------Remove Kinslayer;x
remove_kinslayer_desc;Remove kinslayer;x

add_born_in_the_purple;--------Add Born In Purple;x
add_born_in_the_purple_desc;Add born in purple;x

remove_born_in_the_purple;--------Remove Born In Purple;x
remove_born_in_the_purple_desc;Remove born in purple;x

add_augustus;--------Add Augustus;x
add_augustus_desc;Add augustus;x

remove_augustus;--------Remove Augustus;x
remove_augustus_desc;Remove augustus;x

add_berserker;--------Add Berserker;x
add_berserker_desc;Add berserker;x

remove_berserker;--------Remove Berserker;x
remove_berserker_desc;Remove berserker;x

add_lovers_pox;--------Add Lover's Pox;x
add_lovers_pox_desc;Add lover's pox;x

remove_lovers_pox;--------Remove Lover's Pox;x
remove_lovers_pox_desc;Remove lover's pox;x

add_varangian;--------Add Varangian;x
add_varangian_desc;Add vrangian;x

remove_varangian;--------Remove Varangian;x
remove_varangian_desc;Remove varangian;x

